Vehicle #,Driver,Year_t1,Make_t1,Model_t1,Color,VIN,Vehicle  #,Year_t3,Make_t3,Model_t3,Mileage,Last Service,Service?,Unnamed: 9,Unnamed: 10,Vehicle #_t5,Calvin #,Vehicle Year,Make,Model,Title,Date_of_Service,Notes,Depts,Vehicle,Veh #,Current Mileage,Last LOF,Tire Condition IN 32nds,Overall condition,KBB Value
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
45,sandy,2014.0,Dodge,Grand Caravan,White,2C4RDGBG2ER406096,45,2014.0,Dodge,Grand Caravan,59527.0,11/7/2023,Yes,NULL,NULL,52.0,45,2014,DODGE,GRAND,Y,11/7/2023,full service and check brakes,building ser,NULL,NULL,NULL,NULL,NULL,NULL,NULL
#2,none,2014.0,Ford,Escape,NULL,2FMDK3GC9EBA99738,#2,2014.0,Ford,Escape,129884.0,4/25/2023,Yes,NULL,NULL,55.0,CS #2,2014,FORD,EDGE,Y,NULL,NULL,camp saf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
#2,none,2014.0,Ford,Escape,NULL,2FMDK3GC9EBA99738,#2,2014.0,Ford,Escape,129884.0,4/25/2023,Yes,NULL,NULL,55.0,CS #2,2014,FORD,EDGE,Y,NULL,NULL,camp saf,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
#2,none,2014.0,Ford,Escape,NULL,2FMDK3GC9EBA99738,#2,2014.0,Ford,Escape,129884.0,4/25/2023,Yes,NULL,NULL,55.0,CS #2,2014,FORD,EDGE,Y,NULL,NULL,camp saf,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
#2,none,2014.0,Ford,Escape,NULL,2FMDK3GC9EBA99738,#2,2014.0,Ford,Escape,129884.0,4/25/2023,Yes,NULL,NULL,55.0,CS #2,2014,FORD,EDGE,Y,NULL,NULL,camp saf,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
#2,none,2014.0,Ford,Escape,NULL,2FMDK3GC9EBA99738,#2,2014.0,Ford,Escape,129884.0,4/25/2023,Yes,NULL,NULL,55.0,CS #2,2014,FORD,EDGE,Y,NULL,NULL,camp saf,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
#2,none,2014.0,Ford,Escape,NULL,2FMDK3GC9EBA99738,#2,2014.0,Ford,Escape,129884.0,4/25/2023,Yes,NULL,NULL,55.0,CS #2,2014,FORD,EDGE,Y,NULL,NULL,camp saf,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2FZHAJAA4YAG69696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,GROUNDS,2000,STERL,L,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2FZHAJAA4YAG69696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,GROUNDS,2000,STERL,L,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2FZHAJAA4YAG69696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,GROUNDS,2000,STERL,L,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2FZHAJAA4YAG69696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,GROUNDS,2000,STERL,L,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2FZHAJAA4YAG69696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,GROUNDS,2000,STERL,L,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2FZHAJAA4YAG69696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,GROUNDS,2000,STERL,L,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD  ,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD  ,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD  ,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD  ,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD  ,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2G1WF52E649172584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.0,SOLD  ,2004,CHEVR,IMPALA,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
41,annie mas-smith,2008.0,Chevy,Impala,White,2G1WT58K681215217,41,2008.0,Chevy,Impala,131220.0,2/28/2024,Yes,NULL,NULL,42.0,41,2008,CHEVR,IMPALA,Y,NULL,NULL,slc,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,nick nichols,2013.0,Honda,Civic ,NULL,2HGFB2F59DH574392,40,2013.0,Honda,Civic ,101852.0,11/7/2023,Yes,NULL,NULL,84.0,PRISON,2013,HONDA,CIVIC,Y,11/7/2023,"Full service, change wiper blades, replace battery",prison,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,40LFB0813KP006249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.0,NULL,1989,PACE,TRAILER,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,40LFB0813KP006249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.0,NULL,1989,PACE,TRAILER,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,40LFB0813KP006249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.0,NULL,1989,PACE,TRAILER,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,40LFB0813KP006249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.0,NULL,1989,PACE,TRAILER,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,40LFB0813KP006249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.0,NULL,1989,PACE,TRAILER,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,40LFB0813KP006249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.0,NULL,1989,PACE,TRAILER,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4MJUB18297E045179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.0,NULL,2007,CORNE, ,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4MJUB18297E045179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.0,NULL,2007,CORNE, ,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4MJUB18297E045179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.0,NULL,2007,CORNE, ,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4MJUB18297E045179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.0,NULL,2007,CORNE, ,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4MJUB18297E045179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.0,NULL,2007,CORNE, ,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4MJUB18297E045179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.0,NULL,2007,CORNE, ,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4X4TSE6233N038630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,UTILITY TR,2003,WHIT,CARGO,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4X4TSE6233N038630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,UTILITY TR,2003,WHIT,CARGO,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4X4TSE6233N038630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,UTILITY TR,2003,WHIT,CARGO,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4X4TSE6233N038630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,UTILITY TR,2003,WHIT,CARGO,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4X4TSE6233N038630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,UTILITY TR,2003,WHIT,CARGO,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,4X4TSE6233N038630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,UTILITY TR,2003,WHIT,CARGO,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAA51L3HC008007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,FACILITIES,2017,JIG,UT410,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAA51L3HC008007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,FACILITIES,2017,JIG,UT410,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAA51L3HC008007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,FACILITIES,2017,JIG,UT410,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAA51L3HC008007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,FACILITIES,2017,JIG,UT410,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAA51L3HC008007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,FACILITIES,2017,JIG,UT410,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAA51L3HC008007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,FACILITIES,2017,JIG,UT410,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,BONEYARD,2017,JIG,UT914,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,BONEYARD,2017,JIG,UT914,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,BONEYARD,2017,JIG,UT914,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,BONEYARD,2017,JIG,UT914,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,BONEYARD,2017,JIG,UT914,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,BONEYARD,2017,JIG,UT914,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5KYMB161241002306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.0,NULL,2004,GENS,CANOE,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5KYMB161241002306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.0,NULL,2004,GENS,CANOE,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5KYMB161241002306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.0,NULL,2004,GENS,CANOE,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5KYMB161241002306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.0,NULL,2004,GENS,CANOE,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5KYMB161241002306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.0,NULL,2004,GENS,CANOE,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5KYMB161241002306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.0,NULL,2004,GENS,CANOE,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5LABE14248M019513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.0,NULL,2008,ROYA,CARGO,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5LABE14248M019513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.0,NULL,2008,ROYA,CARGO,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5LABE14248M019513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.0,NULL,2008,ROYA,CARGO,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5LABE14248M019513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.0,NULL,2008,ROYA,CARGO,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5LABE14248M019513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.0,NULL,2008,ROYA,CARGO,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5LABE14248M019513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.0,NULL,2008,ROYA,CARGO,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5NHUCM0134N047716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0,NULL,2004,CARG,MATE,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5NHUCM0134N047716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0,NULL,2004,CARG,MATE,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5NHUCM0134N047716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0,NULL,2004,CARG,MATE,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5NHUCM0134N047716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0,NULL,2004,CARG,MATE,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5NHUCM0134N047716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0,NULL,2004,CARG,MATE,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5NHUCM0134N047716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0,NULL,2004,CARG,MATE,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5TDXBRCH1NS561925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.0,WEIBE,2022,TOYOT,HIGHLA,N,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5TDXBRCH1NS561925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.0,WEIBE,2022,TOYOT,HIGHLA,N,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5TDXBRCH1NS561925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.0,WEIBE,2022,TOYOT,HIGHLA,N,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5TDXBRCH1NS561925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.0,WEIBE,2022,TOYOT,HIGHLA,N,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5TDXBRCH1NS561925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.0,WEIBE,2022,TOYOT,HIGHLA,N,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,5TDXBRCH1NS561925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.0,WEIBE,2022,TOYOT,HIGHLA,N,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,LEROY,2017,TOYOT,RAV4,N,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,LEROY,2017,TOYOT,RAV4,N,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,LEROY,2017,TOYOT,RAV4,N,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,LEROY,2017,TOYOT,RAV4,N,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,LEROY,2017,TOYOT,RAV4,N,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,LEROY,2017,TOYOT,RAV4,N,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,Old Pres,2017,TOYOT,RAV4,N,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,Old Pres,2017,TOYOT,RAV4,N,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,Old Pres,2017,TOYOT,RAV4,N,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,Old Pres,2017,TOYOT,RAV4,N,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,Old Pres,2017,TOYOT,RAV4,N,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,JTMZFREV8HJ143993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,Old Pres,2017,TOYOT,RAV4,N,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
38,none,2016.0,Ford,Transit Connect,NULL,NM0GE9F76E1142148,38,2016.0,Ford,Transit Connect,37777.0,2/20/2024,Yes,NULL,NULL,67.0,MAIL,2014,FORD,TRANSI,Y,NULL,NULL,mail,NULL,NULL,NULL,NULL,NULL,NULL,NULL
