Vehicle #,Driver,Year_t1,Make_t1,Model_t1,Color,VIN,Vehicle  #,Year_t3,Make_t3,Model_t3,Mileage,Last Service,Service?,Unnamed: 9,Unnamed: 10,Vehicle #_t5,Calvin #,Vehicle Year,Make,Model,Title,Date_of_Service,Notes,Depts,Vehicle,Veh #,Current Mileage,Last LOF,Tire Condition IN 32nds,Overall condition,KBB Value
NULL,none,NULL,NULL,NULL,NULL,1GAGG25K481113755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.0,SOLD 2020,2008,CHEVR,EXPRES,VOID,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GAGG25K481113755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.0,SOLD 2020,2008,CHEVR,EXPRES,VOID,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GAGG25K481113755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.0,SOLD 2020,2008,CHEVR,EXPRES,VOID,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GAGG25K481113755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.0,SOLD 2020,2008,CHEVR,EXPRES,VOID,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GAGG25K481113755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.0,SOLD 2020,2008,CHEVR,EXPRES,VOID,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
23,ryan rooks,2008.0,Chevy,Express 12 Pass,NULL,1GAGG25K981114271,23,2008.0,Chevy,Express 12 Pass,81911.0,7/26/2023,Yes,NULL,NULL,33.0,23,2008,CHEVR,EXPRES,Y,7/26/2023,"service, replace wiper blades, fix ac that wasnt blowing through vents, replace all brake calipers rotors and pads.",field house,2010 Chevy Express 12 pass,22,92718,92718,F-10 R-New,Above Average,"$11,409.00 "
23,ryan rooks,2008.0,Chevy,Express 12 Pass,NULL,1GAGG25K981114271,23,2008.0,Chevy,Express 12 Pass,81911.0,7/26/2023,Yes,NULL,NULL,33.0,23,2008,CHEVR,EXPRES,Y,7/26/2023,"service, replace wiper blades, fix ac that wasnt blowing through vents, replace all brake calipers rotors and pads.",field house,2008 Chevy Express 12 pass,23,89997,89997,F-14 R-14,Above Average,"$9,028.00 "
23,ryan rooks,2008.0,Chevy,Express 12 Pass,NULL,1GAGG25K981114271,23,2008.0,Chevy,Express 12 Pass,81911.0,7/26/2023,Yes,NULL,NULL,33.0,23,2008,CHEVR,EXPRES,Y,7/1/2023,replaced broken door handle to inside of side door.,field house,2010 Chevy Express 12 pass,22,92718,92718,F-10 R-New,Above Average,"$11,409.00 "
23,ryan rooks,2008.0,Chevy,Express 12 Pass,NULL,1GAGG25K981114271,23,2008.0,Chevy,Express 12 Pass,81911.0,7/26/2023,Yes,NULL,NULL,33.0,23,2008,CHEVR,EXPRES,Y,7/1/2023,replaced broken door handle to inside of side door.,field house,2008 Chevy Express 12 pass,23,89997,89997,F-14 R-14,Above Average,"$9,028.00 "
42,annie mas-smith,2013.0,Chevy,Express 12 Pass,White,1GAWGPFG6D1121076,42,2013.0,Chevy,Express 12 Pass,57374.0,2/20/2024,Yes,NULL,NULL,46.0,42,2013,CHEVR,EXPRES,NULL,NULL,NULL,slc,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,annie mas-smith,2013.0,Chevy,Express 12 Pass,White,1GAWGPFG6D1121076,42,2013.0,Chevy,Express 12 Pass,57374.0,2/20/2024,Yes,NULL,NULL,NULL,42,2013,CHEVR,EXPRES,NULL,NULL,NULL,slc,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,gerald,2008.0,Chevy,Express Box,NULL,1GBHG31C781160041,12,2008.0,Chevy,Express Box,86398.0,1/31/2023,Yes,NULL,NULL,20.0,BOX,2008,CHEVR,EXPRES,Y,NULL,NULL,building ser,2008 Chevey Express Box,12,88432,86398,F-9 R-10,Average,"$7,545.00 "
34,back row,2007.0,Chevy,Silverado,White,1GBJC34U87E181831,34,2007.0,Chevy,Silverado,29970.0,4/26/2023,Yes,NULL,NULL,27.0,GROUNDS,2007,CHEVR,SILVER,Y,NULL,NULL,grounds,2007 Ford Econoline Box,17,31317,30329,F-11 R-8,Average,Not Listed
34,back row,2007.0,Chevy,Silverado,White,1GBJC34U87E181831,34,2007.0,Chevy,Silverado,29970.0,4/26/2023,Yes,NULL,NULL,27.0,GROUNDS,2007,CHEVR,SILVER,Y,NULL,NULL,grounds,2002 Ford Econoline Box,19,61088,60534,F-4 R-10,Below Average,Not Listed
24,scott m,2016.0,Chevy,2500 W/T,Grey,1GC0KUEG1GZ122766,24,2016.0,Chevy,2500 W/T,26570.0,11/14/2023,Yes,NULL,NULL,64.0,GROUNDS,2016,CHEVR,SILVER,Y,11/14/2023,"full service. replace both batteries, replace washer fluid pump",grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
28,scott m,2015.0,Chevy,2500,NULL,1GC0KUEG4FZ506586,28,2015.0,Chevy,2500,113800.0,6/14/2023,Yes,NULL,NULL,56.0,GROUNDS,2015,CHEVR,SILVER,Y,NULL,NULL,grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
36,scott m,2015.0,Chevy,Silverado 2500 W/T,Silver,1GC2KUEG6FZ540666,36,2015.0,Chevy,Silverado 2500 W/T,58240.0,6/14/2023,Yes,NULL,NULL,60.0,GROUNDS,2015,CHEVR,SILVER,Y,NULL,NULL,grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
29,scott m,2020.0,Chevy,Silverado 3500,NULL,1GC3YSE72LF286037,29,2020.0,Chevy,Silverado 3500,9194.0,6/14/2023,Yes,NULL,NULL,80.0,Scott M,2020,CHEVR,SILVER,Y,NULL,NULL,grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
47,keith grasman,2019.0,Chevy,NULL,Silver,1GC4KVCGXKF146066,47,2019.0,Chevy,0,0.0,NULL,Yes,NULL,NULL,69.0,BIO Keith Grasman,2019,CHEVR,SILVER,Y,NULL,NULL,biology,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,dean/nick,2003.0,Chevy,Truck,NULL,1GCCS19X438147215,21,2003.0,Chevy,Truck,97297.0,11/8/2023,Yes,NULL,NULL,45.0,21,2003,CHEVR,S TRUC,Y,11/8/2023,full service and fix inop washer fluid.,facilities,2003 LD Truck,21,98313,97297,F-10 R-10,Above Average,"$3,026.00 "
11,alton,2002.0,Chevy,Astro,Red,1GCDM19X62B122770,11,2002.0,Chevy,Astro,149797.0,6/14/2023,Yes,NULL,NULL,17.0,11,2002,CHEVR,ASTRO,Y,NULL,NULL,building ser,2005 Ford E150 Econoline,32,81804,81064,F-8 R-11,Below Average,"$4,866.00 "
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCEC14X67Z122636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0,Seminary,2007,CHEVR,SILVER,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
26,scott m,2008.0,Chevy,Silverado,NULL,1GCEK14028Z183571,26,2008.0,Chevy,Silverado,60160.0,1/24/2023,Yes,NULL,NULL,34.0,GROUNDS,2008,CHEVR,SILVER,Y,NULL,NULL,grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
2,trent,2009.0,Chevy ,2500 Express,White,1GCGG25C591136690,2,2009.0,Chevy ,2500 Express,178401.0,2/28/2024,Yes,NULL,NULL,81.0,2,2009,CHEVR,EXPRES,Y,NULL,NULL,building ser,2009 Chevy 2500 Express,2,179221,178401,F-11 R-10,Above Average,"$5,399.00 "
1,gerald,2006.0,Chevy,2500 Express,White,1GCGG25U861242605,1,2006.0,Chevy,2500 Express,82175.0,5/17/2023,yes,NULL,NULL,11.0,1,2006,CHEVR,EXPRES,Y,NULL,NULL,building ser,2008 Chevey Express Box,12,88432,86398,F-9 R-10,Average,"$7,545.00 "
33,back row,2007.0,Chevy,Silverado,NULL,1GCHC24U57E102488,33,2007.0,Chevy,Silverado,59510.0,6/14/2023,Yes,NULL,NULL,26.0,GROUNDS,2007,CHEVR,SILVER,Y,NULL,NULL,grounds,2007 Ford Econoline Box,17,31317,30329,F-11 R-8,Average,Not Listed
33,back row,2007.0,Chevy,Silverado,NULL,1GCHC24U57E102488,33,2007.0,Chevy,Silverado,59510.0,6/14/2023,Yes,NULL,NULL,26.0,GROUNDS,2007,CHEVR,SILVER,Y,NULL,NULL,grounds,2002 Ford Econoline Box,19,61088,60534,F-4 R-10,Below Average,Not Listed
27,scott m,2004.0,Chevy,2500 HD,NULL,1GCHC29U04E213020,27,2004.0,Chevy,2500 HD,125343.0,2/1/2023,Yes,NULL,NULL,48.0,GROUNDS,2004,CHEVR,SILVER,Y,NULL,NULL,grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
NULL,none,NULL,NULL,NULL,NULL,1GCHG35R6W1014222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.0,GROUNDS,1998,CHEVR,EXPRES,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCHG35R6W1014222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.0,GROUNDS,1998,CHEVR,EXPRES,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCHG35R6W1014222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.0,GROUNDS,1998,CHEVR,EXPRES,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCHG35R6W1014222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.0,GROUNDS,1998,CHEVR,EXPRES,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCHG35R6W1014222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.0,GROUNDS,1998,CHEVR,EXPRES,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCHG35R6W1014222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.0,GROUNDS,1998,CHEVR,EXPRES,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
48,jamie skillen,2007.0,Chevy,NULL,Silver,1GCHK24U97E197687,48,2007.0,Chevy,0,78810.0,3/8/2023,Yes,NULL,NULL,29.0,BUNKER,2007,CHEVR,SILVER,Y,NULL,NULL,bunker,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,keith grasman,2000.0,Chevy,GMT-40,Red,1GCHK33J2YF457274,46,2000.0,Chevy,GMT-40,172594.0,2/7/2023,Yes,NULL,NULL,32.0,BIO Keith Grasman,2000,CHEVR,GMT-40,Y,NULL,NULL,biology,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,manuel,2016.0,Chevy,1500 LS,White,1GCNCPEH0FZ312554,6,2016.0,Chevy,1500 LS,21390.0,11/8/2023,Yes,NULL,NULL,59.0,6,2015,CHEVR,SILVER,Y,11/8/2023,full service,building ser,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,scott m,2013.0,Chevy,Silverado,Black,1GCNKPE07DZ400057,37,2013.0,Chevy,Silverado,41811.0,6/14/2023,Yes,NULL,NULL,50.0,GROUNDS,2013,CHEVR,SILVER,Y,NULL,NULL,grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
43,none,2014.0,Chevy,Express,White,1GCSGAF4731111652,43,2014.0,Chevy,Express,40681.0,1/31/2023,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mail,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,none,2014.0,Chevy,Express,White,1GCSGAF4731111652,43,2014.0,Chevy,Express,40681.0,1/31/2023,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mail,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
43,none,2014.0,Chevy,Express,White,1GCSGAF4731111652,43,2014.0,Chevy,Express,40681.0,1/31/2023,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mail,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
43,none,2014.0,Chevy,Express,White,1GCSGAF4731111652,43,2014.0,Chevy,Express,40681.0,1/31/2023,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mail,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
43,none,2014.0,Chevy,Express,White,1GCSGAF4731111652,43,2014.0,Chevy,Express,40681.0,1/31/2023,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mail,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
43,none,2014.0,Chevy,Express,White,1GCSGAF4731111652,43,2014.0,Chevy,Express,40681.0,1/31/2023,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mail,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCSGAF47E1111652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.0,MAIL,2014,CHEVR,EXPRES,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCSGAF47E1111652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.0,MAIL,2014,CHEVR,EXPRES,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCSGAF47E1111652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.0,MAIL,2014,CHEVR,EXPRES,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCSGAF47E1111652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.0,MAIL,2014,CHEVR,EXPRES,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCSGAF47E1111652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.0,MAIL,2014,CHEVR,EXPRES,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GCSGAF47E1111652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.0,MAIL,2014,CHEVR,EXPRES,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
5,tyler,2011.0,Chevy,Express Cargo,White,1GCWGFBAXB1150225,5,2011.0,Chevy,Express Cargo,87034.0,4/25/2023,Yes,NULL,NULL,41.0,5,2011,CHEVR,EXPRES,Y,5/22/2025,NULL,building ser,2011 Chevy Express Cargo,5,90825,90625,F-8 R-14,Average,"$8,197.00 "
9,nick,2014.0,Chevy ,Express Van,White,1GCWGFCG8E1129333,9,2014.0,Chevy ,Express Van,46823.0,4/26/2023,Yes,NULL,NULL,54.0,9,2014,CHEVR,EXPRES,Y,NULL,NULL,building ser,2014 Chevy Express Van,9,49770,46823,F-7 R-9,Above Average,"$19,042.00 "
NULL,none,NULL,NULL,NULL,NULL,1GNDM19X54B103718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.0,FACILITIES,2004,CHEVR,ASTRO,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNDM19X54B103718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.0,FACILITIES,2004,CHEVR,ASTRO,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNDM19X54B103718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.0,FACILITIES,2004,CHEVR,ASTRO,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNDM19X54B103718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.0,FACILITIES,2004,CHEVR,ASTRO,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNDM19X54B103718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.0,FACILITIES,2004,CHEVR,ASTRO,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNDM19X54B103718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.0,FACILITIES,2004,CHEVR,ASTRO,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,SCRAPPED,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,SCRAPPED,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,SCRAPPED,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,SCRAPPED,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,SCRAPPED,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,SCRAPPED,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,Scrapped,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,Scrapped,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,Scrapped,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,Scrapped,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,Scrapped,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1GNEL19X03B113420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.0,Scrapped,2003,CHEVR,ASTRO,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
25,scott m,2010.0,GMC,Sierra 2500 SLE,NULL,1GT3KZBG8AF151169,25,2010.0,GMC,Sierra 2500 SLE,102911.0,6/14/2023,Yes,NULL,NULL,73.0,GROUNDS,2010,GMC,SIERRA,Y,NULL,NULL,grounds,2020 Chevy Silverado 3500,29,12232,9194,F-16 R-16,Above Average,"$36,249.00 "
NULL,none,NULL,NULL,NULL,NULL,1ZJBB23212M009876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.0,NULL,2002,CONT,TRAILER,Y,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1ZJBB23212M009876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.0,NULL,2002,CONT,TRAILER,Y,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1ZJBB23212M009876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.0,NULL,2002,CONT,TRAILER,Y,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1ZJBB23212M009876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.0,NULL,2002,CONT,TRAILER,Y,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1ZJBB23212M009876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.0,NULL,2002,CONT,TRAILER,Y,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,1ZJBB23212M009876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.0,NULL,2002,CONT,TRAILER,Y,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,OO7,BS/Advancement,White,8323,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Fac #8,BS,NULL,NULL,NULL,NULL,NULL
NULL,none,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,2002,RED,HOMEMAD,NULL,NULL,NULL,none,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL
