Calvin #,Color,Current Mileage,Date_of_Service,Dept_t1,Dept_t3,Driver,Driver_x,Driver_y,KBB Value,Last LOF,Last Service,Make,Make_t1,Make_t3,Mileage,Model,Model_t1,Model_t3,Notes,Overall condition,Service?,Tire Condition IN 32nds,Title,Unnamed: 10,Unnamed: 9,VIN,Veh #,Vehicle,Vehicle  #,Vehicle #,Vehicle #_t5,Vehicle Year,Year_t1,Year_t3
22,NULL,92718,7/25/2023,field house,field house,ryan rooks,ryan rooks,none,"$11,409.00 ",92718,7/25/2023,CHEVR,Chevy,Chevy,84696.0,EXPRES,Express 12 Pass,Express 12 Pass,"service, replace trailer light plug, replaced wiper blades, needs windshield.",Above Average,Yes,F-10 R-New,Y,NULL,NULL,1GA2GYDG5A1137501,22,2010 Chevy Express 12 pass,22,22,40.0,2010,2010.0,2010.0
22,NULL,89997,7/25/2023,field house,field house,ryan rooks,none,none,"$9,028.00 ",89997,7/25/2023,CHEVR,Chevy,Chevy,84696.0,EXPRES,Express 12 Pass,Express 12 Pass,"service, replace trailer light plug, replaced wiper blades, needs windshield.",Above Average,Yes,F-14 R-14,Y,NULL,NULL,1GA2GYDG5A1137501,23,2008 Chevy Express 12 pass,22,22,40.0,2010,2010.0,2010.0
22,White,92718,7/1/2023,field house,field house,ryan rooks,none,none,"$11,409.00 ",92718,7/25/2023,CHEVR,Chevy,Chevy,84696.0,EXPRES,Express 12 Pass,Express 12 Pass,"check sluggish brakes. pulled apart and all looked good, 1/2 life left on pads. poss. due to bad brakes on trailer that was being pulled. ",Above Average,Yes,F-10 R-New,Y,NULL,NULL,1GA2GYDG5A1137501,22,2010 Chevy Express 12 pass,22,22,40.0,2010,2010.0,2010.0
22,White,89997,7/1/2023,field house,field house,ryan rooks,none,none,"$9,028.00 ",89997,7/25/2023,CHEVR,Chevy,Chevy,84696.0,EXPRES,Express 12 Pass,Express 12 Pass,"check sluggish brakes. pulled apart and all looked good, 1/2 life left on pads. poss. due to bad brakes on trailer that was being pulled. ",Above Average,Yes,F-14 R-14,Y,NULL,NULL,1GA2GYDG5A1137501,23,2008 Chevy Express 12 pass,22,22,40.0,2010,2010.0,2010.0
SOLD,NULL,Green EZ/Go,7/25/2023,none,none,none,none,none,NULL,6377,7/25/2023,CHEVR,Chevy,Chevy,84696.0,EXPRES,Express 12 Pass,Express 12 Pass,"service, replace trailer light plug, replaced wiper blades, needs windshield.",NULL,Yes,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Fac #4,22,22,58.0,2008,2010.0,2010.0
SOLD,NULL,NULL,7/1/2023,none,none,none,none,none,NULL,NULL,7/25/2023,CHEVR,Chevy,Chevy,84696.0,EXPRES,Express 12 Pass,Express 12 Pass,"check sluggish brakes. pulled apart and all looked good, 1/2 life left on pads. poss. due to bad brakes on trailer that was being pulled. ",NULL,Yes,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Golf Carts,22,22,58.0,2008,2010.0,2010.0
SOLD,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,CHEVR,NULL,NULL,NULL,EXPRES,NULL,NULL,NULL,NULL,NULL,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS/Advancement,OO7,NULL,NULL,58.0,2008,NULL,NULL
SOLD,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,NULL,CHEVR,NULL,NULL,NULL,EXPRES,NULL,NULL,NULL,NULL,NULL,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Fac #4,NULL,NULL,58.0,2008,NULL,NULL
SOLD,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,CHEVR,NULL,NULL,NULL,EXPRES,NULL,NULL,NULL,NULL,NULL,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Fac #8,NULL,NULL,58.0,2008,NULL,NULL
SOLD,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,CHEVR,NULL,NULL,NULL,EXPRES,NULL,NULL,NULL,NULL,NULL,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS/Custodial/Emily,Fac #9,NULL,NULL,58.0,2008,NULL,NULL
SOLD 2020,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,NULL,CHEVR,NULL,NULL,NULL,EXPRES,NULL,NULL,NULL,NULL,NULL,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Fac #4,NULL,NULL,58.0,2008,NULL,NULL
SOLD 2020,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,CHEVR,NULL,NULL,NULL,EXPRES,NULL,NULL,NULL,NULL,NULL,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Golf Carts,NULL,NULL,58.0,2008,NULL,NULL
SOLD 2020,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,CHEVR,NULL,NULL,NULL,EXPRES,NULL,NULL,NULL,NULL,NULL,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS/Advancement,OO7,NULL,NULL,58.0,2008,NULL,NULL
SOLD 2020,NULL,Green EZ/Go,7/26/2023,none,none,none,ryan rooks,none,NULL,6377,7/26/2023,CHEVR,Chevy,Chevy,81911.0,EXPRES,Express 12 Pass,Express 12 Pass,"service, replace wiper blades, fix ac that wasnt blowing through vents, replace all brake calipers rotors and pads.",NULL,Yes,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Fac #4,23,23,58.0,2008,2008.0,2008.0
SOLD 2020,NULL,White,7/1/2023,none,none,none,ryan rooks,none,NULL,8323,7/26/2023,CHEVR,Chevy,Chevy,81911.0,EXPRES,Express 12 Pass,Express 12 Pass,replaced broken door handle to inside of side door.,NULL,Yes,NULL,VOID,NULL,NULL,1GAGG25K481113755,BS,Fac #8,23,23,58.0,2008,2008.0,2008.0
SOLD 2020,White,Burgundy,NULL,none,none,none,annie mas-smith,slc,"$3,814.00 ",751,2/20/2024,CHEVR,Chevy,Chevy,57374.0,EXPRES,Express 12 Pass,Express 12 Pass,NULL,Above Average,Yes,F-10 R-4,VOID,NULL,NULL,1GAGG25K481113755,BS/Custodial/Emily,Fac #9,42,42,58.0,2008,2013.0,2013.0
23,White,92718,7/26/2023,field house,field house,ryan rooks,annie mas-smith,slc,"$11,409.00 ",92718,7/26/2023,CHEVR,Chevy,Chevy,81911.0,EXPRES,Express 12 Pass,Express 12 Pass,"service, replace wiper blades, fix ac that wasnt blowing through vents, replace all brake calipers rotors and pads.",Above Average,Yes,F-10 R-New,Y,NULL,NULL,1GAGG25K981114271,22,2010 Chevy Express 12 pass,23,23,33.0,2008,2008.0,2008.0
23,White,89997,7/26/2023,field house,field house,ryan rooks,annie mas-smith,slc,"$9,028.00 ",89997,7/26/2023,CHEVR,Chevy,Chevy,81911.0,EXPRES,Express 12 Pass,Express 12 Pass,"service, replace wiper blades, fix ac that wasnt blowing through vents, replace all brake calipers rotors and pads.",Above Average,Yes,F-14 R-14,Y,NULL,NULL,1GAGG25K981114271,23,2008 Chevy Express 12 pass,23,23,33.0,2008,2008.0,2008.0
23,White,92718,7/1/2023,field house,field house,ryan rooks,annie mas-smith,slc,"$11,409.00 ",92718,7/26/2023,CHEVR,Chevy,Chevy,81911.0,EXPRES,Express 12 Pass,Express 12 Pass,replaced broken door handle to inside of side door.,Above Average,Yes,F-10 R-New,Y,NULL,NULL,1GAGG25K981114271,22,2010 Chevy Express 12 pass,23,23,33.0,2008,2008.0,2008.0
23,NULL,89997,7/1/2023,field house,field house,ryan rooks,gerald,NULL,"$9,028.00 ",89997,7/26/2023,CHEVR,Chevy,Chevy,81911.0,EXPRES,Express 12 Pass,Express 12 Pass,replaced broken door handle to inside of side door.,Above Average,Yes,F-14 R-14,Y,NULL,NULL,1GAGG25K981114271,23,2008 Chevy Express 12 pass,23,23,33.0,2008,2008.0,2008.0
42,White,104850,NULL,slc,slc,annie mas-smith,back row,grounds,"$9,479.00 ",102911,2/20/2024,CHEVR,Chevy,Chevy,57374.0,EXPRES,Express 12 Pass,Express 12 Pass,NULL,Above Average,Yes,F-11 R-11,Y,NULL,NULL,1GAWGPFG6D1121076,25,2010 GMCSierra 2500 SLE,42,42,46.0,2013,2013.0,2013.0
42,White,61304,NULL,slc,slc,annie mas-smith,back row,grounds,"$10,563.00 ",60160,2/20/2024,CHEVR,Chevy,Chevy,57374.0,EXPRES,Express 12 Pass,Express 12 Pass,NULL,Average,Yes,F-7 R-6,Y,NULL,NULL,1GAWGPFG6D1121076,26,2008 Chevy Silverado,42,42,27.0,2013,2013.0,2013.0
BOX,White,88432,NULL,building ser,building ser,gerald,back row,grounds,"$7,545.00 ",86398,1/31/2023,CHEVR,Chevy,Chevy,86398.0,EXPRES,Express Box,Express Box,NULL,Average,Yes,F-9 R-10,Y,NULL,NULL,1GBHG31C781160041,12,2008 Chevey Express Box,12,12,20.0,2008,2008.0,2008.0
GROUNDS,White,31317,NULL,grounds,grounds,back row,back row,grounds,Not Listed,30329,4/26/2023,CHEVR,Chevy,Chevy,29970.0,SILVER,Silverado,Silverado,NULL,Average,Yes,F-11 R-8,Y,NULL,NULL,1GBJC34U87E181831,17,2007 Ford Econoline Box,34,34,27.0,2007,2007.0,2007.0
GROUNDS,White,61088,NULL,grounds,grounds,back row,back row,grounds,Not Listed,60534,4/26/2023,CHEVR,Chevy,Chevy,29970.0,SILVER,Silverado,Silverado,NULL,Below Average,Yes,F-4 R-10,Y,NULL,NULL,1GBJC34U87E181831,19,2002 Ford Econoline Box,34,34,27.0,2007,2007.0,2007.0
GROUNDS,Grey,12232,11/14/2023,grounds,grounds,scott m,back row,grounds,"$36,249.00 ",9194,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Above Average,Yes,F-16 R-16,Y,NULL,NULL,1GC0KUEG1GZ122766,29,2020 Chevy Silverado 3500,24,24,64.0,2016,2016.0,2016.0
GROUNDS,White,12232,NULL,grounds,grounds,scott m,back row,grounds,"$36,249.00 ",9194,6/14/2023,CHEVR,Chevy,Chevy,113800.0,SILVER,2500,2500,NULL,Above Average,Yes,F-16 R-16,Y,NULL,NULL,1GC0KUEG4FZ506586,29,2020 Chevy Silverado 3500,28,28,56.0,2015,2015.0,2015.0
GROUNDS,Silver,12232,NULL,grounds,grounds,scott m,back row,grounds,"$36,249.00 ",9194,6/14/2023,CHEVR,Chevy,Chevy,58240.0,SILVER,Silverado 2500 W/T,Silverado 2500 W/T,NULL,Above Average,Yes,F-16 R-16,Y,NULL,NULL,1GC2KUEG6FZ540666,29,2020 Chevy Silverado 3500,36,36,60.0,2015,2015.0,2015.0
Scott M,White,12232,NULL,grounds,grounds,scott m,back row,grounds,"$36,249.00 ",9194,6/14/2023,CHEVR,Chevy,Chevy,9194.0,SILVER,Silverado 3500,Silverado 3500,NULL,Above Average,Yes,F-16 R-16,Y,NULL,NULL,1GC3YSE72LF286037,29,2020 Chevy Silverado 3500,29,29,80.0,2020,2020.0,2020.0
BIO Keith Grasman,Silver,42616,NULL,biology,biology,keith grasman,back row,grounds,"$14,055.00 ",41811,4/26/2023,CHEVR,Chevy,Chevy,0.0,SILVER,Silverado,0,NULL,Average,Yes,F-11 R-12,Y,NULL,NULL,1GC4KVCGXKF146066,37,2013 Chevy Silverado,47,47,69.0,2019,2019.0,2019.0
21,Grey,98313,11/8/2023,facilities,facilities,dean/nick,scott m,grounds,"$3,026.00 ",97297,11/8/2023,CHEVR,Chevy,Chevy,97297.0,S TRUC,Truck,Truck,full service and fix inop washer fluid.,Above Average,Yes,F-10 R-10,Y,NULL,NULL,1GCCS19X438147215,21,2003 LD Truck,21,21,45.0,2003,2003.0,2003.0
11,Red,81804,11/14/2023,building ser,building ser,alton,scott m,grounds,"$4,866.00 ",81064,6/14/2023,CHEVR,Chevy,Chevy,149797.0,ASTRO,Astro,Astro,"full service. replace both batteries, replace washer fluid pump",Below Average,Yes,F-8 R-11,Y,NULL,NULL,1GCDM19X62B122770,32,2005 Ford E150 Econoline,11,11,17.0,2002,2002.0,2002.0
Seminary,Grey,126501,11/14/2023,none,none,none,scott m,grounds,"$3,949.00 ",125343,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-17 R12,Y,NULL,NULL,1GCEC14X67Z122636,27,2004 Chevy 2500HD,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,114540,11/14/2023,none,none,none,scott m,grounds,"$15,315.00 ",113800,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Above Average,Yes,F-8 R-8,Y,NULL,NULL,1GCEC14X67Z122636,28,Golf Carts,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,White,11/14/2023,none,none,none,scott m,grounds,To old to list,8323,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-4 R-17,Y,NULL,NULL,1GCEC14X67Z122636,BS/Advancement,OO7,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,Green EZ/Go,11/14/2023,none,none,none,scott m,grounds,To old to list,6377,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-16 R-20,Y,NULL,NULL,1GCEC14X67Z122636,BS,Fac #4,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,59584,11/14/2023,none,none,none,scott m,grounds,"$8,787.00 ",59510,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-11 R-13,Y,NULL,NULL,1GCEC14X67Z122636,BS,Fac #8,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,Burgundy,11/14/2023,none,none,none,scott m,grounds,"$9,260.00 ",751,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-16 R-16,Y,NULL,NULL,1GCEC14X67Z122636,BS/Custodial/Emily,Fac #9,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,60602,11/14/2023,none,none,none,scott m,grounds,"$18,637.00 ",58240,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Above Average,Yes,F-13 R-9,Y,NULL,NULL,1GCEC14X67Z122636,36,2015 Chevy Silverado 2500 W/T,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,42616,11/14/2023,none,none,none,scott m,grounds,"$14,055.00 ",41811,11/14/2023,CHEVR,Chevy,Chevy,26570.0,SILVER,2500 W/T,2500 W/T,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-11 R-12,Y,NULL,NULL,1GCEC14X67Z122636,37,Golf Carts,24,24,25.0,2007,2016.0,2016.0
Seminary,Grey,White,11/14/2023,none,none,none,scott m,grounds,"$9,479.00 ",8323,6/14/2023,CHEVR,Chevy,Chevy,113800.0,SILVER,2500,2500,"full service. replace both batteries, replace washer fluid pump",Above Average,Yes,F-11 R-11,Y,NULL,NULL,1GCEC14X67Z122636,BS/Advancement,OO7,28,28,25.0,2007,2015.0,2015.0
Seminary,Grey,Green EZ/Go,11/14/2023,none,none,none,scott m,grounds,"$10,563.00 ",6377,6/14/2023,CHEVR,Chevy,Chevy,113800.0,SILVER,2500,2500,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-7 R-6,Y,NULL,NULL,1GCEC14X67Z122636,BS,Fac #4,28,28,25.0,2007,2015.0,2015.0
Seminary,Grey,126501,11/14/2023,none,none,none,scott m,grounds,"$3,949.00 ",125343,6/14/2023,CHEVR,Chevy,Chevy,113800.0,SILVER,2500,2500,"full service. replace both batteries, replace washer fluid pump",Average,Yes,F-17 R12,Y,NULL,NULL,1GCEC14X67Z122636,BS,Fac #8,28,28,25.0,2007,2015.0,2015.0
Seminary,Grey,Burgundy,11/14/2023,none,none,none,scott m,grounds,"$15,315.00 ",751,6/14/2023,CHEVR,Chevy,Chevy,113800.0,SILVER,2500,2500,"full service. replace both batteries, replace washer fluid pump",Above Average,Yes,F-8 R-8,Y,NULL,NULL,1GCEC14X67Z122636,BS/Custodial/Emily,Fac #9,28,28,25.0,2007,2015.0,2015.0
GROUNDS,Grey,12232,11/14/2023,grounds,grounds,scott m,scott m,grounds,"$36,249.00 ",9194,1/24/2023,CHEVR,Chevy,Chevy,60160.0,SILVER,Silverado,Silverado,"full service. replace both batteries, replace washer fluid pump",Above Average,Yes,F-16 R-16,Y,NULL,NULL,1GCEK14028Z183571,29,2020 Chevy Silverado 3500,26,26,34.0,2008,2008.0,2008.0
2,White,179221,NULL,building ser,building ser,trent,scott m,grounds,"$5,399.00 ",178401,2/28/2024,CHEVR,Chevy ,Chevy ,178401.0,EXPRES,2500 Express,2500 Express,NULL,Above Average,Yes,F-11 R-10,Y,NULL,NULL,1GCGG25C591136690,2,2009 Chevy 2500 Express,2,2,81.0,2009,2009.0,2009.0
1,White,88432,NULL,building ser,building ser,gerald,scott m,grounds,"$7,545.00 ",86398,5/17/2023,CHEVR,Chevy,Chevy,82175.0,EXPRES,2500 Express,2500 Express,NULL,Average,yes,F-9 R-10,Y,NULL,NULL,1GCGG25U861242605,12,2008 Chevey Express Box,1,1,11.0,2006,2006.0,2006.0
GROUNDS,NULL,31317,NULL,grounds,grounds,back row,scott m,grounds,Not Listed,30329,6/14/2023,CHEVR,Chevy,Chevy,59510.0,SILVER,Silverado,Silverado,NULL,Average,Yes,F-11 R-8,Y,NULL,NULL,1GCHC24U57E102488,17,2007 Ford Econoline Box,33,33,26.0,2007,2007.0,2007.0
GROUNDS,NULL,61088,NULL,grounds,grounds,back row,scott m,grounds,Not Listed,60534,6/14/2023,CHEVR,Chevy,Chevy,59510.0,SILVER,Silverado,Silverado,NULL,Below Average,Yes,F-4 R-10,Y,NULL,NULL,1GCHC24U57E102488,19,2002 Ford Econoline Box,33,33,26.0,2007,2007.0,2007.0
GROUNDS,NULL,12232,NULL,grounds,grounds,scott m,scott m,grounds,"$36,249.00 ",9194,2/1/2023,CHEVR,Chevy,Chevy,125343.0,SILVER,2500 HD,2500 HD,NULL,Above Average,Yes,F-16 R-16,Y,NULL,NULL,1GCHC29U04E213020,29,2020 Chevy Silverado 3500,27,27,48.0,2004,2004.0,2004.0
GROUNDS,Silver,104850,NULL,none,none,none,scott m,grounds,"$9,479.00 ",102911,6/14/2023,CHEVR,Chevy,Chevy,58240.0,EXPRES,Silverado 2500 W/T,Silverado 2500 W/T,NULL,Above Average,Yes,F-11 R-11,Y,NULL,NULL,1GCHG35R6W1014222,25,2010 GMCSierra 2500 SLE,36,36,39.0,1998,2015.0,2015.0
GROUNDS,Silver,61304,NULL,none,none,none,scott m,grounds,"$10,563.00 ",60160,6/14/2023,CHEVR,Chevy,Chevy,58240.0,EXPRES,Silverado 2500 W/T,Silverado 2500 W/T,NULL,Average,Yes,F-7 R-6,Y,NULL,NULL,1GCHG35R6W1014222,26,Golf Carts,36,36,39.0,1998,2015.0,2015.0
GROUNDS,Silver,White,NULL,none,none,none,scott m,grounds,"$3,949.00 ",8323,6/14/2023,CHEVR,Chevy,Chevy,58240.0,EXPRES,Silverado 2500 W/T,Silverado 2500 W/T,NULL,Average,Yes,F-17 R12,Y,NULL,NULL,1GCHG35R6W1014222,BS/Advancement,OO7,36,36,39.0,1998,2015.0,2015.0
GROUNDS,Silver,Green EZ/Go,NULL,none,none,none,scott m,grounds,"$15,315.00 ",6377,6/14/2023,CHEVR,Chevy,Chevy,58240.0,EXPRES,Silverado 2500 W/T,Silverado 2500 W/T,NULL,Above Average,Yes,F-8 R-8,Y,NULL,NULL,1GCHG35R6W1014222,BS,Fac #4,36,36,39.0,1998,2015.0,2015.0
GROUNDS,Silver,44506,NULL,none,none,none,scott m,grounds,To old to list,44484,6/14/2023,CHEVR,Chevy,Chevy,58240.0,EXPRES,Silverado 2500 W/T,Silverado 2500 W/T,NULL,Average,Yes,F-4 R-17,Y,NULL,NULL,1GCHG35R6W1014222,BS,Fac #8,36,36,39.0,1998,2015.0,2015.0
GROUNDS,Silver,Burgundy,NULL,none,none,none,scott m,grounds,To old to list,751,6/14/2023,CHEVR,Chevy,Chevy,58240.0,EXPRES,Silverado 2500 W/T,Silverado 2500 W/T,NULL,Average,Yes,F-16 R-20,Y,NULL,NULL,1GCHG35R6W1014222,BS/Custodial/Emily,Fac #9,36,36,39.0,1998,2015.0,2015.0
BUNKER,Silver,59584,NULL,bunker,bunker,jamie skillen,scott m,grounds,"$8,787.00 ",59510,3/8/2023,CHEVR,Chevy,Chevy,78810.0,SILVER,Silverado 2500 W/T,0,NULL,Average,Yes,F-11 R-13,Y,NULL,NULL,1GCHK24U97E197687,33,2007 Chevy Silverado ,48,48,29.0,2007,2007.0,2007.0
BIO Keith Grasman,Red,31088,NULL,biology,biology,keith grasman,scott m,grounds,"$9,260.00 ",29970,2/7/2023,CHEVR,Chevy,Chevy,172594.0,GMT-40,GMT-40,GMT-40,NULL,Average,Yes,F-16 R-16,Y,NULL,NULL,1GCHK33J2YF457274,34,2007 Chevy Silverado,46,46,32.0,2000,2000.0,2000.0
6,White,60602,11/8/2023,building ser,building ser,manuel,scott m,grounds,"$18,637.00 ",58240,11/8/2023,CHEVR,Chevy,Chevy,21390.0,SILVER,1500 LS,1500 LS,full service,Above Average,Yes,F-13 R-9,Y,NULL,NULL,1GCNCPEH0FZ312554,36,2015 Chevy Silverado 2500 W/T,6,6,59.0,2015,2016.0,2016.0
GROUNDS,Black,12232,NULL,grounds,grounds,scott m,scott m,grounds,"$36,249.00 ",9194,6/14/2023,CHEVR,Chevy,Chevy,41811.0,SILVER,Silverado,Silverado,NULL,Above Average,Yes,F-16 R-16,Y,NULL,NULL,1GCNKPE07DZ400057,29,2020 Chevy Silverado 3500,37,37,50.0,2013,2013.0,2013.0
Scott M,White,104850,NULL,mail,mail,none,scott m,grounds,"$9,479.00 ",102911,1/31/2023,CHEVR,Chevy,Chevy,40681.0,SILVER,Express,Express,NULL,Above Average,Yes,F-11 R-11,Y,NULL,NULL,1GCSGAF4731111652,25,2010 GMCSierra 2500 SLE,43,43,80.0,2020,2014.0,2014.0
Scott M,White,61304,NULL,mail,mail,none,scott m,grounds,"$10,563.00 ",60160,1/31/2023,CHEVR,Chevy,Chevy,40681.0,SILVER,Express,Express,NULL,Average,Yes,F-7 R-6,Y,NULL,NULL,1GCSGAF4731111652,26,Golf Carts,43,43,80.0,2020,2014.0,2014.0
Scott M,White,White,NULL,mail,mail,none,scott m,grounds,"$3,949.00 ",8323,1/31/2023,CHEVR,Chevy,Chevy,40681.0,SILVER,Express,Express,NULL,Average,Yes,F-17 R12,Y,NULL,NULL,1GCSGAF4731111652,BS/Advancement,OO7,43,43,80.0,2020,2014.0,2014.0
Scott M,White,Green EZ/Go,NULL,mail,mail,none,scott m,grounds,"$15,315.00 ",6377,1/31/2023,CHEVR,Chevy,Chevy,40681.0,SILVER,Express,Express,NULL,Above Average,Yes,F-8 R-8,Y,NULL,NULL,1GCSGAF4731111652,BS,Fac #4,43,43,80.0,2020,2014.0,2014.0
Scott M,White,44506,NULL,mail,mail,none,scott m,grounds,To old to list,44484,1/31/2023,CHEVR,Chevy,Chevy,40681.0,SILVER,Express,Express,NULL,Average,Yes,F-4 R-17,Y,NULL,NULL,1GCSGAF4731111652,BS,Fac #8,43,43,80.0,2020,2014.0,2014.0
Scott M,White,Burgundy,NULL,mail,mail,none,scott m,grounds,To old to list,751,1/31/2023,CHEVR,Chevy,Chevy,40681.0,SILVER,Express,Express,NULL,Average,Yes,F-16 R-20,Y,NULL,NULL,1GCSGAF4731111652,BS/Custodial/Emily,Fac #9,43,43,80.0,2020,2014.0,2014.0
MAIL,NULL,59584,NULL,none,none,none,scott m,grounds,"$8,787.00 ",59510,6/14/2023,CHEVR,Chevy,Chevy,9194.0,EXPRES,Silverado 3500,Silverado 3500,NULL,Average,Yes,F-11 R-13,Y,NULL,NULL,1GCSGAF47E1111652,33,2007 Chevy Silverado ,29,29,51.0,2014,2020.0,2020.0
MAIL,NULL,31088,NULL,none,none,none,scott m,grounds,"$9,260.00 ",29970,6/14/2023,CHEVR,Chevy,Chevy,9194.0,EXPRES,Silverado 3500,Silverado 3500,NULL,Average,Yes,F-16 R-16,Y,NULL,NULL,1GCSGAF47E1111652,34,Golf Carts,29,29,51.0,2014,2020.0,2020.0
MAIL,NULL,White,NULL,none,none,none,scott m,grounds,"$18,637.00 ",8323,6/14/2023,CHEVR,Chevy,Chevy,9194.0,EXPRES,Silverado 3500,Silverado 3500,NULL,Above Average,Yes,F-13 R-9,Y,NULL,NULL,1GCSGAF47E1111652,BS/Advancement,OO7,29,29,51.0,2014,2020.0,2020.0
MAIL,NULL,Green EZ/Go,NULL,none,none,none,scott m,grounds,"$14,055.00 ",6377,6/14/2023,CHEVR,Chevy,Chevy,9194.0,EXPRES,Silverado 3500,Silverado 3500,NULL,Average,Yes,F-11 R-12,Y,NULL,NULL,1GCSGAF47E1111652,BS,Fac #4,29,29,51.0,2014,2020.0,2020.0
MAIL,Silver,261536,NULL,none,none,none,keith grasman,grounds,To old to list,261513,6/14/2023,CHEVR,Chevy,Chevy,0.0,EXPRES,Silverado 3500,0,NULL,Average,Yes,F-16 R-20,Y,NULL,NULL,1GCSGAF47E1111652,BS,Fac #8,47,47,51.0,2014,2019.0,2019.0
MAIL,NULL,Burgundy,11/8/2023,none,none,none,dean/nick,grounds,"$8,787.00 ",751,11/8/2023,CHEVR,Chevy,Chevy,97297.0,EXPRES,Truck,Truck,full service and fix inop washer fluid.,Average,Yes,F-11 R-13,Y,NULL,NULL,1GCSGAF47E1111652,BS/Custodial/Emily,Fac #9,21,21,51.0,2014,2003.0,2003.0
5,White,90825,5/22/2025,building ser,building ser,tyler,alton,grounds,"$8,197.00 ",90625,4/25/2023,CHEVR,Chevy,Chevy,87034.0,EXPRES,Express Cargo,Express Cargo,NULL,Average,Yes,F-8 R-14,Y,NULL,NULL,1GCWGFBAXB1150225,5,2011 Chevy Express Cargo,5,5,41.0,2011,2011.0,2011.0
9,White,49770,NULL,building ser,building ser,nick,none,none,"$19,042.00 ",46823,4/26/2023,CHEVR,Chevy ,Chevy ,46823.0,EXPRES,Express Van,Express Van,NULL,Above Average,Yes,F-7 R-9,Y,NULL,NULL,1GCWGFCG8E1129333,9,2014 Chevy Express Van,9,9,54.0,2014,2014.0,2014.0
FACILITIES,NULL,42616,NULL,none,none,none,none,none,"$14,055.00 ",41811,6/14/2023,CHEVR,Chevy,Chevy,9194.0,ASTRO,Silverado 3500,Silverado 3500,NULL,Average,Yes,F-11 R-12,Y,NULL,NULL,1GNDM19X54B103718,37,Golf Carts,29,29,37.0,2004,2020.0,2020.0
FACILITIES,Silver,White,NULL,none,none,none,none,none,NULL,8323,NULL,CHEVR,Chevy,Chevy,0.0,ASTRO,NULL,0,NULL,NULL,Yes,NULL,Y,NULL,NULL,1GNDM19X54B103718,BS/Advancement,Golf Carts,47,47,37.0,2004,2019.0,2019.0
FACILITIES,NULL,White,11/8/2023,none,none,none,none,none,NULL,8323,11/8/2023,CHEVR,Chevy,Chevy,97297.0,ASTRO,Truck,Truck,full service and fix inop washer fluid.,NULL,Yes,NULL,Y,NULL,NULL,1GNDM19X54B103718,BS/Advancement,OO7,21,21,37.0,2004,2003.0,2003.0
